simulation	scenario	maxUsers	request	start	startDate	duration	end	count	successCount	errorCount	min	p50	p90	p95	p99	max	avg	stddev	rps	apdex	rating
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1637818841079	2021-11-25 05:40:41	377.46	1637819218537	30250	30250	0	20	26	32	35	49	2526	29.30	56	80.14	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1637818841079	2021-11-25 05:40:41	377.46	1637819217436	15000	15000	0	20	25	31	35	47	80	26.65	4	39.74	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1637818841079	2021-11-25 05:40:41	377.46	1637819217963	15050	15050	0	20	26	32	35	48	82	27.43	4	39.87	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1637818841079	2021-11-25 05:40:41	377.46	1637818902654	100	100	0	23	29	37	44	100	101	31.34	10	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1637818841079	2021-11-25 05:40:41	377.46	1637819218537	50	50	0	29	39	47	59	74	74	40.28	8	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1637818841079	2021-11-25 05:40:41	377.46	1637818901598	50	50	0	976	1224	1851	2324	2526	2526	1372.18	354	0.13	0.87	Good
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1637906052018	2021-11-26 05:54:12	376.11	1637906428126	30250	30250	0	17	24	30	34	53	1748	27.55	46	80.43	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1637906052018	2021-11-26 05:54:12	376.11	1637906427071	15000	15000	0	17	24	30	33	49	108	25.32	5	39.88	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1637906052018	2021-11-26 05:54:12	376.11	1637906427593	15050	15050	0	17	25	31	34	51	105	25.98	5	40.02	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1637906052018	2021-11-26 05:54:12	376.11	1637906113172	100	100	0	22	28	38	44	77	78	29.94	9	0.27	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1637906052018	2021-11-26 05:54:12	376.11	1637906428126	50	50	0	27	37	44	57	96	96	38.18	10	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1637906052018	2021-11-26 05:54:12	376.11	1637906112123	50	50	0	897	1120	1295	1592	1748	1748	1152.50	164	0.13	0.97	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1638250826398	2021-11-30 05:40:26	377.39	1638251203792	30251	30251	0	17	24	30	33	43	9774	27.08	69	80.16	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1638250826398	2021-11-30 05:40:26	377.39	1638251202731	15000	15000	0	17	24	29	32	41	241	24.74	4	39.75	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1638250826398	2021-11-30 05:40:26	377.39	1638251203257	15050	15050	0	18	25	30	33	42	243	25.46	5	39.88	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1638250826398	2021-11-30 05:40:26	377.39	1638250887753	101	101	0	20	26	32	35	58	59	26.36	5	0.27	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1638250826398	2021-11-30 05:40:26	377.39	1638251203792	50	50	0	28	35	40	44	49	49	34.98	4	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1638250826398	2021-11-30 05:40:26	377.39	1638250886701	50	50	0	845	999	1258	1461	9774	9774	1211.34	1243	0.13	0.97	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1638337252793	2021-12-01 05:40:52	375.17	1638337627964	30250	30250	0	17	24	29	32	46	923	25.58	23	80.63	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1638337252793	2021-12-01 05:40:52	375.17	1638337626903	15000	15000	0	17	23	28	31	45	81	24.28	4	39.98	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1638337252793	2021-12-01 05:40:52	375.17	1638337627429	15050	15050	0	18	24	29	32	44	81	24.97	4	40.12	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1638337252793	2021-12-01 05:40:52	375.17	1638337313362	100	100	0	19	26	36	39	54	55	27.48	6	0.27	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1638337252793	2021-12-01 05:40:52	375.17	1638337627964	50	50	0	24	35	44	47	92	92	36.04	10	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1638337252793	2021-12-01 05:40:52	375.17	1638337312313	50	50	0	456	534	820	882	923	923	585.42	125	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1638423628140	2021-12-02 05:40:28	376.18	1638424004322	30249	30249	0	17	24	30	33	46	10841	27.01	71	80.41	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1638423628140	2021-12-02 05:40:28	376.18	1638424003271	15000	15000	0	17	24	29	33	43	100	24.87	5	39.87	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1638423628140	2021-12-02 05:40:28	376.18	1638424003791	15050	15050	0	18	24	30	33	44	103	25.57	5	40.01	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1638423628140	2021-12-02 05:40:28	376.18	1638423689031	99	99	0	20	25	32	35	50	50	26.32	4	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1638423628140	2021-12-02 05:40:28	376.18	1638424004322	50	50	0	26	35	42	45	47	47	35.22	5	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1638423628140	2021-12-02 05:40:28	376.18	1638423687980	50	50	0	777	874	1074	1083	10841	10841	1094.08	1408	0.13	0.98	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1638510042228	2021-12-03 05:40:42	375.76	1638510417986	30258	29945	313	19	24	30	34	47	1264	26.91	35	79.69	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1638510042228	2021-12-03 05:40:42	375.76	1638510416924	15000	15000	0	19	24	30	33	45	91	25.23	4	39.92	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1638510042228	2021-12-03 05:40:42	375.76	1638510417457	15050	14749	301	19	25	30	34	46	94	25.74	4	39.25	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1638510042228	2021-12-03 05:40:42	375.76	1638510103156	108	98	10	21	26	32	36	84	86	27.95	8	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1638510042228	2021-12-03 05:40:42	375.76	1638510417986	50	49	1	21	32	41	44	46	46	33.82	5	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1638510042228	2021-12-03 05:40:42	375.76	1638510102102	50	49	1	197	847	1062	1167	1264	1264	875.94	152	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1638855644114	2021-12-07 05:40:44	376.26	1638856020378	30257	29944	313	19	24	30	33	45	1288	26.56	34	79.58	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1638855644114	2021-12-07 05:40:44	376.26	1638856019316	15000	15000	0	19	24	29	33	43	163	24.89	4	39.87	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1638855644114	2021-12-07 05:40:44	376.26	1638856019848	15050	14749	301	19	24	30	33	45	167	25.42	4	39.20	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1638855644114	2021-12-07 05:40:44	376.26	1638855705026	107	97	10	20	25	35	37	158	168	27.82	14	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1638855644114	2021-12-07 05:40:44	376.26	1638856020378	50	49	1	22	32	41	59	64	64	34.90	8	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1638855644114	2021-12-07 05:40:44	376.26	1638855703974	50	49	1	82	834	1111	1175	1288	1288	860.02	171	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1638942163145	2021-12-08 05:42:43	377.33	1638942540475	30258	29945	313	19	25	31	35	47	1762	27.24	37	79.36	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1638942163145	2021-12-08 05:42:43	377.33	1638942539406	15000	15000	0	19	24	30	34	45	91	25.45	4	39.75	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1638942163145	2021-12-08 05:42:43	377.33	1638942539932	15050	14749	301	20	25	31	35	47	105	26.05	4	39.09	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1638942163145	2021-12-08 05:42:43	377.33	1638942223970	108	98	10	21	25	32	37	64	66	27.00	5	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1638942163145	2021-12-08 05:42:43	377.33	1638942540475	50	49	1	22	33	44	56	59	59	35.46	7	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1638942163145	2021-12-08 05:42:43	377.33	1638942222917	50	49	1	87	866	1085	1530	1762	1762	913.64	240	0.13	0.98	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1639028436953	2021-12-09 05:40:36	376.26	1639028813216	30265	29639	626	19	25	31	35	47	1019	27.27	34	78.77	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1639028436953	2021-12-09 05:40:36	376.26	1639028812153	15000	15000	0	20	24	31	34	46	111	25.64	4	39.87	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1639028436953	2021-12-09 05:40:36	376.26	1639028812686	15050	14448	602	19	25	31	35	47	77	26.15	4	38.40	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1639028436953	2021-12-09 05:40:36	376.26	1639028497853	115	95	20	21	25	35	38	52	53	27.00	5	0.25	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1639028436953	2021-12-09 05:40:36	376.26	1639028813216	50	48	2	23	33	44	56	68	68	35.22	8	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1639028436953	2021-12-09 05:40:36	376.26	1639028496802	50	48	2	57	858	975	999	1019	1019	844.86	172	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1639114836796	2021-12-10 05:40:36	376.77	1639115213569	30249	30249	0	17	24	29	32	45	1424	26.19	38	80.28	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1639114836796	2021-12-10 05:40:36	376.77	1639115212503	15000	15000	0	17	23	29	32	42	80	24.25	4	39.81	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1639114836796	2021-12-10 05:40:36	376.77	1639115213027	15050	15050	0	17	24	29	32	44	154	25.04	5	39.94	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1639114836796	2021-12-10 05:40:36	376.77	1639114897697	99	99	0	19	26	34	37	55	55	26.60	4	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1639114836796	2021-12-10 05:40:36	376.77	1639115213569	50	50	0	26	36	41	42	45	45	35.92	4	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1639114836796	2021-12-10 05:40:36	376.77	1639114896644	50	50	0	748	883	1303	1354	1424	1424	943.18	182	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1639460427932	2021-12-14 05:40:27	376.36	1639460804293	30250	30250	0	17	24	29	32	44	2166	26.85	49	80.37	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1639460427932	2021-12-14 05:40:27	376.36	1639460803227	15000	15000	0	17	24	29	31	41	159	24.56	4	39.86	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1639460427932	2021-12-14 05:40:27	376.36	1639460803753	15050	15050	0	18	25	30	32	43	186	25.38	4	39.99	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1639460427932	2021-12-14 05:40:27	376.36	1639460488637	100	100	0	18	25	31	33	75	76	26.01	6	0.27	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1639460427932	2021-12-14 05:40:27	376.36	1639460804293	50	50	0	24	38	44	50	65	65	37.66	6	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1639460427932	2021-12-14 05:40:27	376.36	1639460487593	50	50	0	722	945	1899	1958	2166	2166	1147.76	441	0.13	0.86	Good
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1639546834495	2021-12-15 05:40:34	377.67	1639547212166	30250	30250	0	17	24	29	33	47	4290	28.22	83	80.10	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1639546834495	2021-12-15 05:40:34	377.67	1639547211103	15000	15000	0	17	24	29	32	44	97	24.70	5	39.72	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1639546834495	2021-12-15 05:40:34	377.67	1639547211627	15050	15050	0	18	24	29	32	46	98	25.29	4	39.85	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1639546834495	2021-12-15 05:40:34	377.67	1639546896340	100	100	0	19	25	33	36	40	40	26.04	4	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1639546834495	2021-12-15 05:40:34	377.67	1639547212166	50	50	0	26	37	41	42	51	51	35.30	5	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1639546834495	2021-12-15 05:40:34	377.67	1639546895287	50	50	0	818	1891	2587	2763	4290	4290	1964.38	639	0.13	0.57	Poor
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1639633233651	2021-12-16 05:40:33	376.69	1639633610338	30257	29944	313	18	24	29	32	49	3217	27.73	76	79.49	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1639633233651	2021-12-16 05:40:33	376.69	1639633609229	15000	15000	0	18	23	28	31	46	245	24.39	5	39.82	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1639633233651	2021-12-16 05:40:33	376.69	1639633609780	15050	14749	301	18	24	29	32	47	119	25.19	5	39.15	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1639633233651	2021-12-16 05:40:33	376.69	1639633295362	107	97	10	19	25	32	34	40	41	25.85	3	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1639633233651	2021-12-16 05:40:33	376.69	1639633610338	50	49	1	25	36	40	43	58	58	35.96	5	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1639633233651	2021-12-16 05:40:33	376.69	1639633294309	50	49	1	367	1717	2746	2881	3217	3217	1788.34	661	0.13	0.58	Poor
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1639719620575	2021-12-17 05:40:20	378.08	1639719998653	30258	29945	313	17	25	30	34	49	4306	28.55	86	79.20	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1639719620575	2021-12-17 05:40:20	378.08	1639719997579	15000	15000	0	17	24	29	33	46	83	25.05	5	39.67	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1639719620575	2021-12-17 05:40:20	378.08	1639719998108	15050	14749	301	18	25	30	34	48	90	25.82	5	39.01	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1639719620575	2021-12-17 05:40:20	378.08	1639719682299	108	98	10	19	26	33	38	170	182	28.52	15	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1639719620575	2021-12-17 05:40:20	378.08	1639719998653	50	49	1	26	37	43	44	49	49	35.88	5	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1639719620575	2021-12-17 05:40:20	378.08	1639719681251	50	49	1	93	1682	3138	3752	4306	4306	1894.48	998	0.13	0.63	Poor
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1640065335557	2021-12-21 05:42:15	378.05	1640065713603	30257	29944	313	18	26	33	37	50	937	28.02	24	79.21	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1640065335557	2021-12-21 05:42:15	378.05	1640065712534	15000	15000	0	18	25	33	36	47	178	26.73	5	39.68	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1640065335557	2021-12-21 05:42:15	378.05	1640065713065	15050	14749	301	18	26	33	37	49	85	27.37	5	39.01	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1640065335557	2021-12-21 05:42:15	378.05	1640065396529	107	97	10	19	27	35	43	76	77	28.96	8	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1640065335557	2021-12-21 05:42:15	378.05	1640065713603	50	49	1	23	37	44	53	56	56	37.14	6	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1640065335557	2021-12-21 05:42:15	378.05	1640065395471	50	49	1	134	590	753	803	937	937	603.08	105	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1640151692123	2021-12-22 05:41:32	375.97	1640152068088	30249	30249	0	18	25	31	34	45	9093	27.27	58	80.46	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1640151692123	2021-12-22 05:41:32	375.97	1640152067023	15000	15000	0	18	24	31	34	43	87	25.57	4	39.90	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1640151692123	2021-12-22 05:41:32	375.97	1640152067548	15050	15050	0	19	25	31	34	45	85	26.33	4	40.03	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1640151692123	2021-12-22 05:41:32	375.97	1640151752897	99	99	0	21	27	33	36	57	57	27.84	5	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1640151692123	2021-12-22 05:41:32	375.97	1640152068088	50	50	0	29	37	41	51	54	54	37.18	5	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1640151692123	2021-12-22 05:41:32	375.97	1640151751845	50	50	0	538	638	764	901	9093	9093	811.64	1197	0.13	0.98	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1640238096313	2021-12-23 05:41:36	375.57	1640238471882	30248	30248	0	18	25	30	33	42	1584	26.77	32	80.54	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1640238096313	2021-12-23 05:41:36	375.57	1640238470826	15000	15000	0	18	24	30	33	40	158	25.11	4	39.94	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1640238096313	2021-12-23 05:41:36	375.57	1640238471350	15050	15050	0	18	25	31	33	41	152	25.81	4	40.07	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1640238096313	2021-12-23 05:41:36	375.57	1640238157195	98	98	0	19	25	33	44	83	83	27.74	10	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1640238096313	2021-12-23 05:41:36	375.57	1640238471882	50	50	0	27	37	47	55	72	72	37.82	8	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1640238096313	2021-12-23 05:41:36	375.57	1640238156142	50	50	0	574	736	1057	1216	1584	1584	800.54	193	0.13	0.99	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1640324484576	2021-12-24 05:41:24	376.24	1640324860814	30249	30249	0	18	24	30	34	43	1047	26.45	27	80.40	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1640324484576	2021-12-24 05:41:24	376.24	1640324859753	15000	15000	0	18	24	30	33	40	66	24.94	4	39.87	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1640324484576	2021-12-24 05:41:24	376.24	1640324860279	15050	15050	0	19	25	31	34	42	105	25.75	4	40.00	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1640324484576	2021-12-24 05:41:24	376.24	1640324545547	99	99	0	20	25	31	35	60	60	26.12	5	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1640324484576	2021-12-24 05:41:24	376.24	1640324860814	50	50	0	26	37	44	48	51	51	36.76	5	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1640324484576	2021-12-24 05:41:24	376.24	1640324544494	50	50	0	540	659	845	962	1047	1047	682.84	109	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1640670096572	2021-12-28 05:41:36	376.71	1640670473284	30249	30249	0	18	25	31	34	43	822	26.60	26	80.30	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1640670096572	2021-12-28 05:41:36	376.71	1640670472219	15000	15000	0	18	24	30	33	41	174	25.17	4	39.82	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1640670096572	2021-12-28 05:41:36	376.71	1640670472746	15050	15050	0	18	25	31	34	43	69	25.90	4	39.95	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1640670096572	2021-12-28 05:41:36	376.71	1640670157496	99	99	0	21	26	36	43	55	55	27.69	5	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1640670096572	2021-12-28 05:41:36	376.71	1640670473284	50	50	0	29	37	42	45	56	56	36.92	4	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1640670096572	2021-12-28 05:41:36	376.71	1640670156434	50	50	0	504	643	762	805	822	822	651.26	77	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1640756568013	2021-12-29 05:42:48	377.16	1640756945175	30249	30249	0	18	26	33	36	46	915	27.85	27	80.20	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1640756568013	2021-12-29 05:42:48	377.16	1640756944117	15000	15000	0	18	25	32	35	45	88	26.40	5	39.77	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1640756568013	2021-12-29 05:42:48	377.16	1640756944641	15050	15050	0	18	26	33	36	45	89	27.05	5	39.90	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1640756568013	2021-12-29 05:42:48	377.16	1640756629359	99	99	0	21	26	33	35	41	41	27.36	3	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1640756568013	2021-12-29 05:42:48	377.16	1640756945175	50	50	0	27	39	47	51	60	60	39.20	6	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1640756568013	2021-12-29 05:42:48	377.16	1640756628296	50	50	0	530	678	811	890	915	915	690.00	91	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1640842953272	2021-12-30 05:42:33	377.44	1640843330713	30249	30249	0	19	25	32	36	46	891	27.46	26	80.14	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1640842953272	2021-12-30 05:42:33	377.44	1640843329642	15000	15000	0	19	25	32	35	45	238	26.06	5	39.74	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1640842953272	2021-12-30 05:42:33	377.44	1640843330175	15050	15050	0	19	26	32	36	45	80	26.72	4	39.87	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1640842953272	2021-12-30 05:42:33	377.44	1640843014209	99	99	0	20	27	36	39	63	63	29.03	7	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1640842953272	2021-12-30 05:42:33	377.44	1640843330713	50	50	0	26	38	45	48	51	51	38.06	6	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1640842953272	2021-12-30 05:42:33	377.44	1640843013152	50	50	0	557	652	773	810	891	891	657.86	75	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1640929369688	2021-12-31 05:42:49	377.80	1640929747490	30249	30249	0	18	25	33	36	45	1088	27.57	27	80.07	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1640929369688	2021-12-31 05:42:49	377.80	1640929746415	15000	15000	0	18	25	32	35	44	208	26.21	5	39.70	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1640929369688	2021-12-31 05:42:49	377.80	1640929746941	15050	15050	0	18	26	33	36	43	169	26.73	5	39.84	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1640929369688	2021-12-31 05:42:49	377.80	1640929430772	99	99	0	21	28	37	45	66	66	29.62	7	0.26	1.00	Excellent
controlplanesimulation	null	50	Delete registry instance	1640929369688	2021-12-31 05:42:49	377.80	1640929747490	50	50	0	26	36	44	45	55	55	36.38	6	0.13	1.00	Excellent
controlplanesimulation	null	50	Create registry instance	1640929369688	2021-12-31 05:42:49	377.80	1640929429716	50	50	0	535	643	811	860	1088	1088	675.22	99	0.13	1.00	Excellent
controlplanesimulation	simulations.ControlPlaneSimulation	50	_all	1641275083608	2022-01-04 05:44:43	378.37	1641275461978	30249	30249	0	19	26	34	37	46	1186	28.48	27	79.95	1.00	Excellent
controlplanesimulation	null	50	Get list of registry instances	1641275083608	2022-01-04 05:44:43	378.37	1641275460907	15000	15000	0	19	26	33	36	45	272	27.02	5	39.64	1.00	Excellent
controlplanesimulation	null	50	Get instance url	1641275083608	2022-01-04 05:44:43	378.37	1641275461434	15050	15050	0	19	27	34	37	45	153	27.75	5	39.78	1.00	Excellent
controlplanesimulation	null	50	Check instance status	1641275083608	2022-01-04 05:44:43	378.37	1641275144859	99	99	0	21	27	38	42	75	75	28.88	7	0.26	1.00	Excellent
